fullname,colloq_name,title,creation_date,department,type
Winslow Homer,Homer,The Flower Seller,1887,Prints,Print
Winslow Homer,Homer,Conch Divers,1887,Prints,Print
Winslow Homer,Homer,A Peddler,1887,Prints,Print
Winslow Homer,Homer,A Nassau Gateway,1887,Prints,Print
Winslow Homer,Homer,Shark Fishing - Nassau Bar,1887,Prints,Print
Winslow Homer,Homer,"President Lincoln, General Grant, and Tad Lincoln at a Railway Station",1887,Prints,Print
Winslow Homer,Homer,The Baggage Guard,1888,Prints,Print
Winslow Homer,Homer,"Untitled; ""Allow Me to Examine the Young Lady""",1860,Prints,Print
Winslow Homer,Homer,Untitled,1860,Prints,Print
Winslow Homer,Homer,"""Allow Me to Examine the Young Lady""
",1860,Prints,Print
Winslow Homer,Homer,Hon. J. L. M. Curry of Alabama,1860,Prints,Print
Winslow Homer,Homer,The Meeting After the Marriage,1860,Prints,Print
Winslow Homer,Homer,The Buds; Mrs. Otcheson at the Piano,1860,Prints,Print
Winslow Homer,Homer,The Buds,1860,Prints,Print
Winslow Homer,Homer,Mrs. Otcheson at the Piano,1860,Prints,Print
Winslow Homer,Homer,On the Beach,1860,Prints,Print
Winslow Homer,Homer,The Lady in Black; Meadowbrook Parsonage,1860,Prints,Print
Winslow Homer,Homer,The Lady in Black,1860,Prints,Print
Winslow Homer,Homer,Meadowbrook Parsonage,1860,Prints,Print
Winslow Homer,Homer,"Hon. Elihu B. Washburne, of Illinois, Chairman of the Committee on Commerce",1860,Prints,Print
Winslow Homer,Homer,"Chime of Thirteen Bells for Christ Church, Cambridge, Massachusetts, Manufactured by Messrs. Henry N. Hooper & Co., of Boston",1860,Prints,Print
Winslow Homer,Homer,Welcome to the Prince of Wales,1860,Prints,Print
Winslow Homer,Homer,"Hon. Abraham Lincoln, Born in Kentucky, February 12, 1809",1860,Prints,Print
Winslow Homer,Homer,"Hon. Roger B. Taney, Chief Justice of the United States",1860,Prints,Print
Winslow Homer,Homer,"Expulsion of Negroes and Abolitionists from Tremont Temple, Boston, Massachusetts, on December 3, 1860",1860,Prints,Print
Winslow Homer,Homer,The Seceding South Carolina Delegation,1860,Prints,Print
Winslow Homer,Homer,The Late Rev. Dr. Murray,1861,Prints,Print
Winslow Homer,Homer,General Beauregard,1861,Prints,Print
Winslow Homer,Homer,"Colonel Wilson, of Wilson's Brigade",1861,Prints,Print
Winslow Homer,Homer,"Filling Cartridges at the United States Arsenal, at Watertown, Massachusetts",1861,Prints,Print
Winslow Homer,Homer,Flag Officer Stringham,1861,Prints,Print
Winslow Homer,Homer,"Great Sumter Meeting in Union Square, New York, April 11, 1863",1863,Prints,Print
Winslow Homer,Homer,"Paul Morphy, The Chess Champion",1859,Prints,Print
Winslow Homer,Homer,"Fourth of July Scene, on Boston Common",1859,Prints,Print
Winslow Homer,Homer,Boston Street Characters,1859,Prints,Print
Winslow Homer,Homer,Union Meeting in the Open Air Outside the Academy of Music,1859,Prints,Print
Winslow Homer,Homer,"Abraham Lincoln, The President Elect, addressing the People from the Astor House Balcony, February 9, 1861",1861,Prints,Print
Winslow Homer,Homer,"The Last Delegation from Georgia in the Congress of the United States
",,Prints,Print
Winslow Homer,Homer,The Last Delegation from South Carolina in the Congress of the United States,,Prints,Print
Winslow Homer,Homer,In the Fields,,Prints,Print
Winslow Homer,Homer,"A New Regiment of Massachusetts Volunteers passing Faneuil Hall, Boston, on their way to War",,Prints,Print
Winslow Homer,Homer,"The Picket of the Tenth Indiana Regiment discovering the Approach of the Rebels at Mill Spring, Kentucky",,Prints,Print
Winslow Homer,Homer,"Picture Gallery of the Fair, Fourteenth Street Building",,Prints,Print
Winslow Homer,Homer,Picking Peaches in Delaware,,Prints,Print
Winslow Homer,Homer,Backgammon,,Prints,Print
Winslow Homer,Homer,A Voice from the Cliff,,Prints,Print
Winslow Homer,Homer,Answering the Horn,,Prints,Print
Winslow Homer,Homer,"Illustration for ""Festival of Song,"" by Frederick Saunders:  Boyhood Sports",1866,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Surry of Eagle's Nest,"" by John Esten Cooke",1866,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Gems from Tennyson""",1866,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Harper's Pictorial History of the Great Rebellion,"" Part I 1866; Part II 1868",1866,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Rural Poems,"" by William Barnes",1869,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Ballads of New England,"" by John Greenleaf Whittier",1870,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Winter Poems by Favorite American Poets""",1871,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""The Song of the Sower,"" by William",1871,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""The Story of the Fountain,"" by William Cullen Bryant",1872,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""The Courtin',"" by James Russell Lowell",1874,Prints,Bound Volume
Winslow Homer,Homer,"Illustration for ""Childhood Songs,"" by Lucy Larcom",1875,Prints,Bound Volume
Winslow Homer,Homer,"Illustration for ""A Popular History of the United States,"" by William Cullen Bryant and S. H. Gay",1876–1881,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Excelsior."" by Henry Wadsworth Longfellow",1878,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Christmastide:  Four Famous Poems by Favorite American Poets.""",1878,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Songs from the Published Writings of Alfred Tennyson Set to Music by Various Composers.""",1880,Prints,Bound Volume
Winslow Homer,Homer,"Illustration for ""Success with Small Fruits,"" by Edward P. Roe",1880,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Battles and Leaders of the Civil War.""",1887,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Battles and Leaders of the Civil War.""",1887,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Battles and Leaders of the Civil War.""",1887,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Battles and Leaders of the Civil War.""",1887,Prints,Bound Volume
Winslow Homer,Homer,"Illustrations for ""Battles and Leaders of the Civil War.""",1887,Prints,Bound Volume
Winslow Homer,Homer,"Illustration for ""Proceedings at the Reception and Dinner in Honor of George Peabody, Esq., of London, by the Citizens of the Old Town of Danvers, October 9, 1856",1856,Prints,Bound Volume
Winslow Homer,Homer,Annie Lawrie - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,A Fisherman's Daughter,1873,Drawings,Drawing
Winslow Homer,Homer,"Indian Camp, Roberval, P.Q.",1895,Drawings,Drawing
Winslow Homer,Homer,The Brierwood Pipe,1864,American Painting and Sculpture,Painting
Winslow Homer,Homer,A Clam-Bake,1873,Drawings,Drawing
Winslow Homer,Homer,Boy with Anchor,1873,Drawings,Drawing
Winslow Homer,Homer,"Mink Lake, Adirondacks",1892,Drawings,Drawing
Winslow Homer,Homer,White Mare,c. 1868,American Painting and Sculpture,Painting
Winslow Homer,Homer,Leaping Trout,1889,Drawings,Drawing
Winslow Homer,Homer,A Sharpshooter on Picket Duty,1860s,Prints,Print
Winslow Homer,Homer,The Bathers,1873,Prints,Print
Winslow Homer,Homer,Spearing Eels,? late 1800s,Drawings,Drawing
Winslow Homer,Homer,Women Working in a Field,1867,American Painting and Sculpture,Painting
Winslow Homer,Homer,Waiting for a Bite,1874,Prints,Print
Winslow Homer,Homer,The Buccaneers,1885,Drawings,Drawing
Andrea Mantegna,Mantegna,The Risen Christ between St Andrew and Longinus,early 1470's,Prints,Print
Andrea Mantegna,Mantegna,The Entombment,c. 1465–70,Prints,Print
Andrea Mantegna,Mantegna,Battle of the Sea Gods - right portion,c. 1485–88,Prints,Print
Andrea Mantegna,Mantegna,Battle of the Sea Gods - left portion,c. 1485–88,Prints,Print
Andrea Mantegna,Mantegna,Bacchanal with Silenus,1481,Prints,Print
Andrea Mantegna,Mantegna,Bacchanal with a Wine Vat,1470–80,Prints,Print
Andrea Mantegna,Mantegna,Bacchanal with Silenus,1481,Prints,Print
Andrea Mantegna,Mantegna,Saint Christopher,c.1500,Drawings,Drawing
Andrea Mantegna,Mantegna,Virgin and Child,1485–1491,Prints,Print
Andrea Mantegna,Mantegna,The Risen Christ between St Andrew and Longinus,early 1470s,Prints,Print
William Blake,Blake,Chaucer's Canterbury Pilgrims,1810,Prints,Print
William Blake,Blake,Wilson Lowry,1825,Prints,Print
William Blake,Blake,"View of St. Edmund's Chapel in the Church of East Dereham, containing the Grave of William Cowper Esquire",1804,Prints,Print
William Blake,Blake,"Mrs. Cowper, Mother of the Poet",1802,Prints,Print
William Blake,Blake,William Cowper,1802,Prints,Print
William Blake,Blake,David Hartley,1791,Prints,Print
William Blake,Blake,William Cowper,1802,Prints,Print
William Blake,Blake,"The Book of Job:  No. 7,  And When they had lifted up their eyes afar off and knew him not, they lifted up their voices and wept",1825,Prints,Print
William Blake,Blake,"The Book of Job:  No. 8,  Let the Day perish wherin I was born",1825,Prints,Print
William Blake,Blake,"Sketch for ""The Thought of Death alone, the Fear Destroys""",c. 1795,Drawings,Drawing
William Blake,Blake,"The Pastorals of Virgil, Eclogue I:  The Blasted Tree",1821,Prints,Print
William Blake,Blake,"The Pastorals of Virgil, Eclogue I:  The Shepherd Chases away a Wolf",1821,Prints,Print
William Blake,Blake,May-Day in London,1784,Prints,Print
William Blake,Blake,"The Circle of the Traitors: Dante's Foot Strriking Bocca degli Abbate, from Dante's Inferno, Canto XXXII Illustration to Dante's The Divine Comedy",1827,Prints,Print
William Blake,Blake,The Book of Job,1825,Prints,Portfolio
William Blake,Blake,The Book of Job:  Title Page,1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 9, Then a Spirit passed before my face / the hair of my flesh stood up",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 10, The Just Upright Man is laughed to scorn",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 11, With Dreams upon my bed thou scarest me and affrightest me / with Visions",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 12, I am Young and ye are very Old wherefore I was afraid",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 13, Then the Lord answered Job out of the Whirlwind",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 14, When the morning Stars sang together, and all the / Sons of God shouted for  joy",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 15, Behold now Behemoth which I made with thee",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 16, Thou hast fulfilled the Judgment of the Wicked",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 17, I have heard thee with the hearing of the Ear but now my Eye seeth thee",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 18, And my Servant Job shall pray for you",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 1, Thus did Job continually",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 19, Every one also gave him a piece of Money",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 20, There were not found Women fair as the Daughters of Job / in all the Land",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 21, So the Lord blessed the latter end of Job / more than the beginning",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 2, When the Almighty was yet with me, When my Children / were about me",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 3, Thy Sons and thy Daughters were eating and drinking Wine in their / eldest Brothers house",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 4, And I only am escaped alone to tell thee",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job: Pl. 5, Then went Satan forth from the presence of the Lord",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 6, And smote Job with sore Boils / from the sole of his foot to the crown of his head",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 7, And when they lifted up their eyes afar off and knew him not / they lifted up their voices and wept",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 8, Let the Day perish wherein I was Born",1825,Prints,Portfolio
William Blake,Blake,"The Book of Job:  Pl. 4, and I only am escaped alone to tell thee",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 7, And when they had lifted up their eyes",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 10,  The just upright man is laughted to scorn",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 16, Thou hast fulfilled the judgment of the wicked",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 19, Every one also gave him a piece of money",1825,Prints,Print
William Blake,Blake,The Book of Job,1825,Prints,Print
William Blake,Blake,The Book of Job:  Title Page,1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 1, Thus did Job continually",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 2, When the Almighty was yet with me, When my Children / were about me",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 3, Thy Sons and thy Daughters were eating and drinking Wine in their / eldest Brothers house",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 4, And I only am escaped alone to tell thee",1825,Prints,Print
William Blake,Blake,"The Book of Job: Pl. 5, Then went Satan forth from the presence of the Lord",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 6, And smote Job with sore Boils / from the sole of his foot to the crown of his head",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 7, And when they lifted up their eyes afar off and knew him not / they lifted up their voices and wept",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 8, Let the Day perish wherein I was Born",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 9, Then a Spirit passed before my face / the hair of my flesh stood up",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 10, The Just Upright Man is Laughed to Scorn",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 11, With Dreams upon my bed thou scarest me and affrightest me / with Visions",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 12, I am Young and ye are very Old wherefore I was afraid",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 13, Then the Lord answered Job out of the Whirlwind",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 14, When the morning Stars sang together, and all the / Sons of God shouted for  joy",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 15, Behold now Behemoth which I made with thee",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 16, Thou hast fulfilled the Judgment of the Wicked",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 17, I have heard thee with the hearing of the Ear but now my Eye seeth thee",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 18, And my Servant Job shall pray for you",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 19, Every one also gave him a piece of Money",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 20, There were not found Women fair as the Daughters of Job / in all the Land",1825,Prints,Print
William Blake,Blake,"The Book of Job:  Pl. 21, So the Lord blessed the latter end of Job / more than the beginning",1825,Prints,Print
William Blake,Blake,St. Matthew,1799,European Painting and Sculpture,Painting
William Hogarth,Hogarth,The Works of William Hogarth,1700s,Prints,Bound Volume
William Hogarth,Hogarth,The Four Times of Day,1738,Prints,Print
William Hogarth,Hogarth,The Four Times of Day:  Morning,1738,Prints,Print
William Hogarth,Hogarth,The Four Times of Day:  Noon,1738,Prints,Print
William Hogarth,Hogarth,The Four Times of Day:  Evening,1738,Prints,Print
William Hogarth,Hogarth,The Four Times of Day:  Night,1738,Prints,Print
William Hogarth,Hogarth,Strolling Actresses Dressing in a Barn,1738,Prints,Print
William Hogarth,Hogarth,Marriage à la Mode,1745,Prints,Portfolio
William Hogarth,Hogarth,The Tête à Tête,1745,Prints,Portfolio
William Hogarth,Hogarth,Marriage à la Mode:  The Scene with the Quack,1745,Prints,Portfolio
William Hogarth,Hogarth,Marriage à la Mode:  The Toilet Scene,1745,Prints,Portfolio
William Hogarth,Hogarth,Marriage à la Mode:  The Death of the Earl,1745,Prints,Portfolio
William Hogarth,Hogarth,Marriage à la Mode:  The Death of the Countess,1745,Prints,Portfolio
William Hogarth,Hogarth,The Enraged Musician,1741,Prints,Print
William Hogarth,Hogarth,Industry and Idleness: The Fellow Prentices at their Looms,1747,Prints,Print
William Hogarth,Hogarth,Industry and Idleness: The Industrious Prentice Performing the Duty of a Christian,1747,Prints,Print
William Hogarth,Hogarth,The Four Times of Day,1738,Prints,Print
William Hogarth,Hogarth,The Four Times of Day:  Morning,1738,Prints,Print
William Hogarth,Hogarth,The Four Times of Day:  Noon,1738,Prints,Print
William Hogarth,Hogarth,The Four Times of Day:  Evening,1738,Prints,Print
William Hogarth,Hogarth,The Four Times of Day:  Night,1738,Prints,Print
William Hogarth,Hogarth,The Stage Coach,1747,Prints,Print
William Hogarth,Hogarth,The Laughing Audience,1733,Prints,Print
William Hogarth,Hogarth,Scholars at a Lecture,1736–1737,Prints,Print
Claude Lorrain,Lorrain,The Sunset,1634,Prints,Print
Claude Lorrain,Lorrain,The Draughtsman,c. 1630–60,Prints,Print
Claude Lorrain,Lorrain,The Dance by the River,c. 1634–36,Prints,Print
Claude Lorrain,Lorrain,The Wooden Bridge,1638–41,Prints,Print
Claude Lorrain,Lorrain,Study of a Seated Woman and other Sketches,c. 1630–33,Prints,Print
Claude Lorrain,Lorrain,The Cowherd,1636,Prints,Print
Claude Lorrain,Lorrain,Italian Landscape,c. 1630,European Painting and Sculpture,Painting
Claude Lorrain,Lorrain,The Herd at the Watering Place,1635,Prints,Print
Claude Lorrain,Lorrain,The Cowherder,1636,Prints,Print
Claude Lorrain,Lorrain,The Herd Returning in Stormy Weather,1651,Prints,Print
Claude Lorrain,Lorrain,Rest on the Flight into Egypt,early 1640s,European Painting and Sculpture,Painting
Claude Lorrain,Lorrain,Le Passage du gué,1634,Prints,Print
Claude Lorrain,Lorrain,Pastoral Scene with Classical Figures,c. 1640–1645,Drawings,Drawing
Claude Lorrain,Lorrain,Landscape with Brigands,1633,Prints,Print
Paul Gauguin,Gauguin,The Black Rocks,c. 1898–99,Prints,Print
Paul Gauguin,Gauguin,Dramas of the Sea,c. 1889,Prints,Print
Paul Gauguin,Gauguin,Be in Love and You Will Be Happy,c. 1898–99,Prints,Print
Paul Gauguin,Gauguin,Tahitian and Noa Noa Series,1893–94,Prints,Print
Paul Gauguin,Gauguin,Tahitian Series:  The Smile,1893–94,Prints,Print
Paul Gauguin,Gauguin,Tahitian Series:  Offerings to a God,1893–94,Prints,Print
Paul Gauguin,Gauguin,Tahitian Series:  Land of Delights,1893–94,Prints,Print
Paul Gauguin,Gauguin,Tahitian Series:  Worship,1893–94,Prints,Print
Paul Gauguin,Gauguin,"Emil Gauguin as a Child, Head on a Pillow",c. 1875–1876,Drawings,Drawing
Paul Gauguin,Gauguin,"Emil Gauguin as a Child, Right Hand Forward",c. 1875–1876,Drawings,Drawing
Paul Gauguin,Gauguin,"Emil Gauguin as a Child, Wearing a Collared Shirt",c. 1875–1876,Drawings,Drawing
Paul Gauguin,Gauguin,Emil Gauguin as a Child,c. 1875–1876,Drawings,Drawing
Paul Gauguin,Gauguin,The Call,1902,Modern European Painting and Sculpture,Painting
Paul Gauguin,Gauguin,Head of a Tahitian Woman,1891,Drawings,Drawing
Paul Gauguin,Gauguin,Volpini Suite,1889,Prints,Print
Paul Gauguin,Gauguin,Breton Bathers,1889,Prints,Print
Paul Gauguin,Gauguin,The Large Tree,1891,Modern European Painting and Sculpture,Painting
Paul Gauguin,Gauguin,Eve,1898–99,Prints,Print
Pierre-Auguste Renoir,Renoir,Pinning the Hat,1897,Prints,Print
Pierre-Auguste Renoir,Renoir,Paul Cézanne,c. 1902,Prints,Print
Pierre-Auguste Renoir,Renoir,Louis Valtat,1904,Prints,Print
Pierre-Auguste Renoir,Renoir,Bathers Playing with a Crab,c. 1897,Modern European Painting and Sculpture,Painting
Pierre-Auguste Renoir,Renoir,Roses in a Vase,c. 1890,Modern European Painting and Sculpture,Painting
Pierre-Auguste Renoir,Renoir,The Judgment of Paris,1914,Modern European Painting and Sculpture,Sculpture
Pierre-Auguste Renoir,Renoir,Paul Cézanne,1902,Prints,Print
Pierre-Auguste Renoir,Renoir,Romaine Lacaux,1864,Modern European Painting and Sculpture,Painting
Pierre-Auguste Renoir,Renoir,Motherhood,c. 1912,Prints,Print
Pierre-Auguste Renoir,Renoir,Peasant Girl with Dog,c. 1894,Drawings,Drawing
Pierre-Auguste Renoir,Renoir,Young Woman Arranging Her Earring,1905,Modern European Painting and Sculpture,Painting
Pierre-Auguste Renoir,Renoir,The Two Bathers,1895,Prints,Print
Pierre-Auguste Renoir,Renoir,The Apple Seller,c. 1890,Modern European Painting and Sculpture,Painting
Pierre-Auguste Renoir,Renoir,On the Beach at Berneval,c. 1892,Prints,Print
Pierre-Auguste Renoir,Renoir,Le Chapeau epinglé,1894,Prints,Print
Pierre-Auguste Renoir,Renoir,Mother and Child,1896,Prints,Print
Pierre-Auguste Renoir,Renoir,Baigneuse assise,c. 1905,Prints,Print
Pierre-Auguste Renoir,Renoir,Baigneuse assise,c. 1905,Prints,Print
Pierre-Auguste Renoir,Renoir,Femme nue couchée,1906,Prints,Print
Pierre-Auguste Renoir,Renoir,Nude Woman Reclining,1906,Prints,Print
Pierre-Auguste Renoir,Renoir,"Claude Renoir, the Artist's Son, in Profile",1908,Prints,Print
Pierre-Auguste Renoir,Renoir,"Claude Renoir, de trois-quarts à droite",1908,Prints,Print
Pierre-Auguste Renoir,Renoir,"Claude Renoir, de trois-quarts à droite",1908,Prints,Print
Pierre-Auguste Renoir,Renoir,"Claude Renoir, de trois-quarts à gauche",1908,Prints,Print
Pierre-Auguste Renoir,Renoir,"Child's Bust, Turned to the Right",c. 1908,Prints,Print
Pierre-Auguste Renoir,Renoir,Bather Standing Up to Her Knees,1910,Prints,Print
Pierre-Auguste Renoir,Renoir,"Claude Renoir, la tête baissée",1904,Prints,Print
Pierre-Auguste Renoir,Renoir,"Claude Renoir, Turned to the Left",1904,Prints,Print
Pierre-Auguste Renoir,Renoir,Stone with Three Sketches,1904,Prints,Print
Pierre-Auguste Renoir,Renoir,Mother and Child,1896,Prints,Print
Pierre-Auguste Renoir,Renoir,Profile of a Young Woman,c. 1910,Drawings,Drawing
Pierre-Auguste Renoir,Renoir,Children Playing Ball,1900,Prints,Print
Pierre-Auguste Renoir,Renoir,Pinning the Hat,1898,Prints,Print
Pablo Picasso,Picasso,Reclining Nude,1924,Prints,Print
Pablo Picasso,Picasso,The Frugal Meal,"September 1904, printed 1913",Prints,Print
Pablo Picasso,Picasso,Head of a Woman: Madeleine,"1905, printed 1913",Prints,Print
Pablo Picasso,Picasso,The Poor,"1905, printed 1913",Prints,Print
Pablo Picasso,Picasso,The Circus Family,1905,Prints,Print
Pablo Picasso,Picasso,The Circus Bath,1905,Prints,Print
Pablo Picasso,Picasso,The Circus Encampment,1905,Prints,Print
Pablo Picasso,Picasso,Men and Horses,1906,Prints,Print
Pablo Picasso,Picasso,At the Circus,1905,Prints,Print
Pablo Picasso,Picasso,Saltimbanque at Rest,1905,Prints,Print
Pablo Picasso,Picasso,Dance of Salomé,1905,Prints,Print
Pablo Picasso,Picasso,Salomé Caricature,1905,Prints,Print
Pablo Picasso,Picasso,Self-Portrait,1905,Prints,Print
Pablo Picasso,Picasso,The Saltimbanques: The Two Saltimbanques ,1905,Prints,Print
Pablo Picasso,Picasso,Head of a Woman in Profile,1905,Prints,Print
Pablo Picasso,Picasso,Aristophanes' Lysistrata:  No. 1 -  No. 6,1934,Prints,Print
Pablo Picasso,Picasso,"No. 1–Oath of the Women, Accord between the Spartans",1934,Prints,Print
Pablo Picasso,Picasso,Aristophanes' Lysistrata:  No. 2 -  The reunion of Kinesias with Myrrhina and their child,1934,Prints,Print
Pablo Picasso,Picasso,Aristophanes' Lysistrata:  No. 3 - The attempt of Kinesias to rape his own wife when she denies herself to him,1934,Prints,Print
Pablo Picasso,Picasso,Aristophanes' Lysistrata:  No. 4 - The old Senators lamenting the passing of the good grafting times,1934,Prints,Print
Pablo Picasso,Picasso,No. 5–Athenian Warrior: The Peace,1934,Prints,Print
Pablo Picasso,Picasso,No. 6–The Feast,1934,Prints,Print
Pablo Picasso,Picasso,Headdress,1923,Prints,Print
Pablo Picasso,Picasso,La Vie,1903,Modern European Painting and Sculpture,Painting
Pablo Picasso,Picasso,Blind Minotaur,1934,Prints,Print
Pablo Picasso,Picasso,The Dog,"1936, published 1942",Prints,Print
Pablo Picasso,Picasso,The Wounded Picador,1952,Prints,Print
Pablo Picasso,Picasso,The Picador,1952,Prints,Print
Pablo Picasso,Picasso,Cover Design,1949,Prints,Print
Pablo Picasso,Picasso,Cover Design - Paloma et Claude,1950,Prints,Print
Pablo Picasso,Picasso,Still Life,1947,Prints,Print
Pablo Picasso,Picasso,The Donkey Driver,1902,Drawings,Drawing
Pablo Picasso,Picasso,The Fawn's Dance,1957,Prints,Print
Pablo Picasso,Picasso,Head of a Boy,1905–6,Drawings,Drawing
Pablo Picasso,Picasso,Woman with a Cape,early 1901,Modern European Painting and Sculpture,Painting
Pablo Picasso,Picasso,The Harem ,Spring-summer 1906,Modern European Painting and Sculpture,Painting
Pablo Picasso,Picasso,Reclining Nude,1938,Drawings,Drawing
Pablo Picasso,Picasso,The Artist's Sister Lola,1899–1900,Modern European Painting and Sculpture,Painting
Pablo Picasso,Picasso,Masked Figures and Bird-Woman,1934,Prints,Print
Pablo Picasso,Picasso,"Fan, Salt Box, Melon",1909,Modern European Painting and Sculpture,Painting
Pablo Picasso,Picasso,Two Nude Women,1946,Prints,Print
Pablo Picasso,Picasso,"Bottle, Glass, Fork",1911–12,Modern European Painting and Sculpture,Painting
Pablo Picasso,Picasso,Two Nude Figures,1909,Prints,Print
Pablo Picasso,Picasso,Dream and Lie of Franco,1937,Prints,Print
Pablo Picasso,Picasso,Dream and Lie of Franco:  Cover Design,1937,Prints,Print
Pablo Picasso,Picasso,Dream and Lie of Franco:  Page of Text,1937,Prints,Print
Pablo Picasso,Picasso,Dream and Lie of Franco:  Page of Text,1937,Prints,Print
Pablo Picasso,Picasso,Man with a Guitar,"1915, printed 1929",Prints,Print
Pablo Picasso,Picasso,Harlequin with Violin,1918,Modern European Painting and Sculpture,Painting
Pablo Picasso,Picasso,Still Life with Biscuits,1924,Modern European Painting and Sculpture,Painting
Pablo Picasso,Picasso,La Barre d'Appui,1936,Prints,Print
Pablo Picasso,Picasso,Still Life under a Lamp,1962,Prints,Print
Pablo Picasso,Picasso,"Bull Skull, Fruit, Pitcher",1939,Modern European Painting and Sculpture,Painting
Pablo Picasso,Picasso,"Twenty Poems of Gongora:  The Bust of a Woman, Hand to Her Face",1947,Prints,Print
Pablo Picasso,Picasso,Cover Design:  Bacchanale,1956,Prints,Print
Pablo Picasso,Picasso,Luncheon on the Grass,1962,Prints,Print
Pablo Picasso,Picasso,The Egyptian,1953,Prints,Print
Pablo Picasso,Picasso,The Great Bullfight,1949,Prints,Print
Pablo Picasso,Picasso,Vollard Suite:  Minotaur Caressing a Sleeping Woman,1933,Prints,Print
Pablo Picasso,Picasso,The Painter and His Model,1965,Prints,Print
Pablo Picasso,Picasso,Vollard Suite: Faun Revealing a Sleeping Woman,1936,Prints,Print
Jean-Auguste-Dominique Ingres,IngrEs,Madame Désiré Raoul-Rochette,1830,Drawings,Drawing
Jean-Auguste-Dominique Ingres,IngrEs,Sylvester Lord Glenbervie,1815,Prints,Print
Jean-Auguste-Dominique Ingres,IngrEs,Katherine Anne Lady Glenbervie,1815,Prints,Print
